,Make,Model,Year,MSRP,Front Wheel Size (in),Displacement,Engine Type,"Width, Max w/o mirrors (in)","Height, Overall (in)","Length, Overall (in)",Drivetrain,Passenger Capacity,Passenger Doors,Body Style,Net Horsepower,City Gas Mileage (mpg),Highway Gas Mileage (mpg)
2016 FIAT 500X,FIAT,500X,2016,24635,17,24,Gas,70.7,63.1,167.2,AWD,5,4,SUV,180,21,30 
2023 Ford Mustang Mach-E,Ford,Mustang Mach-E,2023,56995,18,,Electric,74.1,63.9,186,AWD,5,4,SUV,340,,
2022 Ford Mustang Mach-E,Ford,Mustang Mach-E,2022,55475,18,,Electric,74.1,63.9,186,AWD,5,4,SUV,340,,
2021 Ford Mustang Mach-E,Ford,Mustang Mach-E,2021,50400,18,,Electric,74.1,64,186,RWD,5,4,SUV,290,,
2024 Ford F-150 Lightning,Ford,F-150 Lightning,2024,69995,20,,Electric,79.9,77.2,231.7,AWD,5,4,Pickup,580,,
2023 Ford F-150 Lightning,Ford,F-150 Lightning,2023,69995,20,,Electric,79.9,77.2,231.7,AWD,5,4,Pickup,460,,
2022 Ford F-150 Lightning,Ford,F-150 Lightning,2022,67474,20,,Electric,79.9,77.2,231.7,AWD,5,4,Pickup,420,,
2024 Ford Super Duty F-250,Ford,Super Duty F-250,2024,76975,20,73,Gas,80,81.5,250,4WD,5,4,Pickup,430,,
2023 Ford Super Duty F-250,Ford,Super Duty F-250,2023,75975,20,73,Gas,80,81.5,250,4WD,5,4,Pickup,430,,
2022 Ford Super Duty F-250,Ford,Super Duty F-250,2022,68845,20,62,Gas,80,81.5,250,4WD,5,4,Pickup,380,,
2021 Ford Super Duty F-250,Ford,Super Duty F-250,2021,58095,18,62,Gas,80,78.3,250,RWD,5,4,Pickup,380,,
2020 Ford Super Duty F-250,Ford,Super Duty F-250,2020,57835,18,62,Gas,80,78.3,250,RWD,5,4,Pickup,380,,
2019 Ford Super Duty F-250,Ford,Super Duty F-250,2019,55410,18,62,Gas,80,78.3,250,RWD,5,4,Pickup,380,,
2018 Ford Super Duty F-250,Ford,Super Duty F-250,2018,55190,18,62,Gas,80,78.3,250,RWD,5,4,Pickup,380,,
2017 Ford Super Duty F-250,Ford,Super Duty F-250,2017,54460,18,62,Gas,80,78.3,250,RWD,5,4,Pickup,380,,
2016 Ford Super Duty F-250,Ford,Super Duty F-250,2016,52930,18,62,Gas,79.9,77.4,246.8,RWD,5,4,Pickup,380,,
2008 Ford Super Duty F-250,Ford,Super Duty F-250,2008,34845,18,54,Gas,79.9,76.8,,RWD,4,4,Pickup,300,,
2023 Ford Bronco Sport,Ford,Bronco Sport,2023,38090,17,20,Gas,74.3,71.4,172.7,4WD,5,4,SUV,250,21,26 
2022 Ford Bronco Sport,Ford,Bronco Sport,2022,36590,17,20,Gas,74.3,71.4,172.7,4WD,5,4,SUV,250,21,26 
2021 Ford Bronco Sport,Ford,Bronco Sport,2021,33360,17,20,Gas,74.3,71.4,172.7,4WD,5,4,SUV,250,21,26 
2024 Ford Expedition,Ford,Expedition,2024,78465,22,35,Gas,79.9,76.6,210,RWD,7,4,SUV,400,,
2023 Ford Expedition,Ford,Expedition,2023,78715,22,35,Gas,79.9,76.6,210,RWD,7,4,SUV,400,,
2022 Ford Expedition,Ford,Expedition,2022,77110,22,35,Gas,79.9,76.6,210,RWD,7,4,SUV,400,17,23 
2021 Ford Expedition,Ford,Expedition,2021,73335,22,35,Gas,79.9,76.6,210,RWD,7,4,SUV,370,17,23 
2020 Ford Expedition,Ford,Expedition,2020,72895,22,35,Gas,79.9,76.6,210,RWD,7,4,SUV,370,17,23 
2019 Ford Expedition,Ford,Expedition,2019,63015,20,35,Gas,79.9,76.6,210,RWD,8,4,SUV,370,17,24 
2018 Ford Expedition,Ford,Expedition,2018,62675,20,35,Gas,79.9,76.6,210,RWD,8,4,SUV,370,17,24 
2017 Ford Expedition,Ford,Expedition,2017,60615,20,35,Gas,78.8,77.2,206.5,RWD,8,4,SUV,360,15,21 
2016 Ford Expedition,Ford,Expedition,2016,59375,20,35,Gas,78.8,77.2,206.5,RWD,8,4,SUV,360,16,22 
2015 Ford Expedition,Ford,Expedition,2015,58410,20,35,Gas,78.8,77.2,206.5,RWD,8,4,SUV,360,16,22 
2014 Ford Expedition,Ford,Expedition,2014,53305,18,54,Gas,78.8,77.2,206.5,RWD,8,4,SUV,310,14,20 
2013 Ford Expedition,Ford,Expedition,2013,48455,18,54,Gas/Ethanol,78.8,77.200,,RWD,8,4,SUV,310,14,20 
2012 Ford Expedition,Ford,Expedition,2012,46780,18,54,Gas/Ethanol,78.8,77.2,,RWD,8,4,SUV,310,14,20 
2011 Ford Expedition,Ford,Expedition,2011,46755,20,54,Gas/Ethanol,78.8,77.2,,RWD,8,4,SUV,310,14,20 
2010 Ford Expedition,Ford,Expedition,2010,41390,18,54,Gas/Ethanol,78.8,77.2,,RWD,8,4,SUV,310,14,20 
2009 Ford Expedition,Ford,Expedition,2009,40180,17,54,FFV,78.8,77.2,,RWD,8,4,SUV,310,14,20 
2008 Ford Expedition,Ford,Expedition,2008,36590,17,54,Gas,78.8,77.2,,RWD,8,4,SUV,300,12,18 
2024 Ford F-150,Ford,F-150,2024,73425,20,35,Gas,79.9,77.2,231.7,4WD,5,4,Pickup,400,,
2023 Ford F-150,Ford,F-150,2023,63225,20,50,Gas,79.9,75.6,231.7,RWD,5,4,Pickup,400,17,25 
2022 Ford F-150,Ford,F-150,2022,60320,18,50,Gas,79.9,75.6,231.7,RWD,5,4,Pickup,400,17,24 
2021 Ford F-150,Ford,F-150,2021,56680,18,50,Gas,79.9,75.6,231.7,RWD,5,4,Pickup,400,17,24 
2020 Ford F-150,Ford,F-150,2020,52990,18,50,Gas,79.9,75.6,231.9,RWD,5,4,Pickup,390,17,23 
2019 Ford F-150,Ford,F-150,2019,52390,18,50,Gas,79.9,75.6,231.9,RWD,5,4,Pickup,390,17,23 
2018 Ford F-150,Ford,F-150,2018,51930,18,50,Gas,79.9,75.6,231.9,RWD,5,4,Pickup,390,17,23 
2017 Ford F-150,Ford,F-150,2017,51080,18,50,Gas,79.9,75.6,231.9,RWD,5,4,Pickup,380,15,22 
2016 Ford F-150,Ford,F-150,2016,26540,17,35,Gas,79.9,75.5,209.3,RWD,3,2,Pickup,280,18,25 
2015 Ford F-150,Ford,F-150,2015,26030,17,35,Gas,79.9,75.2,209.3,RWD,3,2,Pickup,280,18,25 
2014 Ford F-150,Ford,F-150,2014,34850,20,35,Gas,79.2,74.8,213.2,RWD,2,2,Pickup,360,16,22 
2013 Ford F-150,Ford,F-150,2013,27595,17,37,Gas/Ethanol,79.2,74.8,,RWD,3,2,Pickup,300,17,23 
2012 Ford F-150,Ford,F-150,2012,27010,17,37,Gas/Ethanol,79.2,74.6,,RWD,3,2,Pickup,300,17,23 
2011 Ford F-150,Ford,F-150,2011,26630,17,37,Gas/Ethanol,79.2,74.8,,RWD,3,2,Pickup,300,17,23 
2010 Ford F-150,Ford,F-150,2010,25085,17,46,Gas,78.9,74.6,,RWD,3,2,Pickup,240,15,19 
2009 Ford F-150,Ford,F-150,2009,24365,17,46,Gas,78.9,74.6,,RWD,3,2,Pickup,240,14,19 
2008 Ford F-150,Ford,F-150,2008,24665,18,46,Gas,78.9,73.7,,RWD,3,2,Pickup,240,14,19 
2024 Ford Maverick,Ford,Maverick,2024,34855,18,20,Gas,72.6,68.7,199.7,AWD,5,4,Pickup,250,,
2023 Ford Maverick,Ford,Maverick,2023,28355,18,20,Gas,72.6,68.7,199.7,AWD,5,4,Pickup,250,22,28 
2022 Ford Maverick,Ford,Maverick,2022,26860,18,20,Gas,72.6,68.7,199.7,AWD,5,4,Pickup,250,22,29 
2024 Ford Bronco,Ford,Bronco,2024,49395,17,23,Gas,75.9,73.8,173.7,4WD,4,2,SUV,270,,
2023 Ford Bronco,Ford,Bronco,2023,48145,17,23,Gas,75.9,73.8,173.7,4WD,4,2,SUV,270,16,17 
2022 Ford Bronco,Ford,Bronco,2022,44495,17,23,Gas,75.9,73.8,173.7,4WD,4,2,SUV,270,16,17 
2021 Ford Bronco,Ford,Bronco,2021,42095,17,23,Gas,75.9,73.8,173.7,4WD,4,2,SUV,270,16,18 
2024 Ford Escape,Ford,Escape,2024,31515,17,15,Gas,74.1,66.1,181.2,AWD,5,4,SUV,180,,
2023 Ford Escape,Ford,Escape,2023,31515,17,15,Gas,74.1,66.1,181.2,AWD,5,4,SUV,180,26,32 
2022 Ford Escape,Ford,Escape,2022,28685,17,15,Gas,74.1,66.1,181.3,AWD,5,4,SUV,180,26,31 
2021 Ford Escape,Ford,Escape,2021,27055,17,15,Gas,74.1,66.1,181.3,AWD,5,4,SUV,180,26,31 
2020 Ford Escape,Ford,Escape,2020,26385,17,15,Gas,74.1,66.1,181.3,AWD,5,4,SUV,180,26,31 
2019 Ford Escape,Ford,Escape,2019,24105,17,25,Gas,72.4,66.3,178.1,FWD,5,4,SUV,160,21,29 
2018 Ford Escape,Ford,Escape,2018,23940,17,25,Gas,72.4,66.3,178.1,FWD,5,4,SUV,160,21,29 
2017 Ford Escape,Ford,Escape,2017,23750,17,25,Gas,72.4,66.3,178.1,FWD,5,4,SUV,160,21,29 
2016 Ford Escape,Ford,Escape,2016,27540,17,16,Gas,72.4,66.3,178.1,4WD,5,4,SUV,170,22,29 
2015 Ford Escape,Ford,Escape,2015,27400,17,16,Gas,72.4,66.3,178.1,4WD,5,4,SUV,170,22,29 
2014 Ford Escape,Ford,Escape,2014,27300,17,16,Gas,72.4,66.3,178.1,4WD,5,4,SUV,170,22,30 
2013 Ford Escape,Ford,Escape,2013,26820,17,16,Gas,72.4,66.300,178.1,AWD,5,4,SUV,170,22,30 
2012 Ford Escape,Ford,Escape,2012,32320,16,25,Gas/Electric,71.1,67.7,174.7,4WD,5,4,SUV,170,30,27 
2011 Ford Escape,Ford,Escape,2011,32320,16,25,Gas/Electric,71.1,67.7,174.7,4WD,5,4,SUV,170,30,27 
2010 Ford Escape,Ford,Escape,2010,31610,16,25,Gas/Electric,71.1,67.7,174.7,4WD,5,4,SUV,170,30,27 
2009 Ford Escape,Ford,Escape,2009,26670,16,25,Gas,71.1,67.8,174.7,4WD,5,4,SUV,170,19,25 
2008 Ford Escape,Ford,Escape,2008,21880,16,23,Gas,71.1,67.7,174.7,4WD,5,4,SUV,150,19,24 
2024 Ford Explorer,Ford,Explorer,2024,38760,18,23,Gas,78.9,70.2,198.8,4WD,7,4,SUV,300,,
2023 Ford Explorer,Ford,Explorer,2023,38760,18,23,Gas,78.9,70.2,198.8,4WD,7,4,SUV,300,20,27 
2022 Ford Explorer,Ford,Explorer,2022,37510,18,23,Gas,78.9,70.2,198.8,4WD,7,4,SUV,300,20,27 
2021 Ford Explorer,Ford,Explorer,2021,34925,18,23,Gas,78.9,70.2,198.8,4WD,7,4,SUV,300,20,27 
2020 Ford Explorer,Ford,Explorer,2020,34765,18,23,Gas,78.9,70.2,198.8,4WD,7,4,SUV,300,20,27 
2019 Ford Explorer,Ford,Explorer,2019,34515,18,35,Gas,78.9,70,198.3,4WD,7,4,SUV,290,16,22 
2018 Ford Explorer,Ford,Explorer,2018,34290,18,35,Gas,78.9,70,198.3,4WD,7,4,SUV,290,16,22 
2017 Ford Explorer,Ford,Explorer,2017,33810,18,35,Gas,78.9,70,198.3,4WD,7,4,SUV,290,16,23 
2016 Ford Explorer,Ford,Explorer,2016,33050,18,35,Gas,78.9,70,198.3,4WD,7,4,SUV,290,16,23 
2015 Ford Explorer,Ford,Explorer,2015,32700,18,35,Gas,78.9,71,197.1,4WD,7,4,SUV,290,17,23 
2014 Ford Explorer,Ford,Explorer,2014,32015,17,35,Gas,78.9,71,197.1,4WD,7,4,SUV,290,17,23 
2013 Ford Explorer,Ford,Explorer,2013,31100,17,35,Gas,78.9,70.400,197.1,4WD,7,4,SUV,290,17,23 
2012 Ford Explorer,Ford,Explorer,2012,30280,17,35,Gas,78.9,70.4,197.1,4WD,7,4,SUV,290,17,23 
2011 Ford Explorer,Ford,Explorer,2011,30360,17,35,Gas,78.9,70.4,197.1,4WD,7,4,SUV,290,17,23 
2010 Ford Explorer,Ford,Explorer,2010,35600,17,40,Gas,73.7,71.9,,4WD,7,4,SUV,210,13,19 
2009 Ford Explorer,Ford,Explorer,2009,33935,17,40,Gas,73.7,71.9,,4WD,5,4,SUV,210,13,19 
2008 Ford Explorer,Ford,Explorer,2008,31565,17,40,Gas,73.7,72.8,,4WD,5,4,SUV,210,13,19 
2023 Ford Edge,Ford,Edge,2023,37945,18,20,Gas,75.9,68.3,188.8,AWD,5,4,SUV,250,21,28 
2022 Ford Edge,Ford,Edge,2022,37945,18,20,Gas,75.9,68.3,188.8,AWD,5,4,SUV,250,21,28 
2021 Ford Edge,Ford,Edge,2021,34745,18,20,Gas,75.9,68.3,188.8,AWD,5,4,SUV,250,21,28 
2020 Ford Edge,Ford,Edge,2020,33095,18,20,Gas,75.9,68.3,188.8,AWD,5,4,SUV,250,21,28 
2019 Ford Edge,Ford,Edge,2019,31990,18,20,Gas,75.9,68.3,188.8,AWD,5,4,SUV,250,21,28 
2018 Ford Edge,Ford,Edge,2018,31310,18,20,Gas,75.9,68.6,188.1,AWD,5,4,SUV,240,20,27 
2017 Ford Edge,Ford,Edge,2017,30945,18,20,Gas,75.9,68.6,188.1,AWD,5,4,SUV,240,20,27 
2016 Ford Edge,Ford,Edge,2016,30695,18,20,Gas,75.9,68.6,188.1,AWD,5,4,SUV,240,20,28 
2015 Ford Edge,Ford,Edge,2015,30095,18,20,Gas,75.9,68.6,188.1,AWD,5,4,SUV,240,20,28 
2014 Ford Edge,Ford,Edge,2014,37050,18,35,Gas,76,67,184.2,AWD,5,4,SUV,280,18,25 
2013 Ford Edge,Ford,Edge,2013,37050,18,35,Gas,76.0,67.000,184.2,AWD,5,4,SUV,280,18,25 
2012 Ford Edge,Ford,Edge,2012,36785,18,35,Gas,76.0,67.0,184.2,AWD,5,4,4dr,280,18,25 
2011 Ford Edge,Ford,Edge,2011,36500,18,35,Gas,76.0,67.0,184.2,AWD,5,4,4dr,280,18,25 
2010 Ford Edge,Ford,Edge,2010,35070,18,35,Gas,75.8,67.0,185.7,AWD,5,4,4dr,260,17,23 
2009 Ford Edge,Ford,Edge,2009,34150,18,35,Gas,75.8,67.0,185.7,AWD,5,4,4dr,260,15,22 
2008 Ford Edge,Ford,Edge,2008,32845,18,35,Gas,75.8,67.0,185.7,AWD,5,4,4dr,260,15,22 
2024 Ford Mustang,Ford,Mustang,2024,57970,19,50,Gas,76.1,55.2,189.7,RWD,4,2,2dr,500,,
2023 Ford Mustang,Ford,Mustang,2023,33270,17,23,Gas,75.4,54.9,188.3,RWD,4,2,Convertible,310,,
2022 Ford Mustang,Ford,Mustang,2022,32970,17,23,Gas,75.4,54.9,188.3,RWD,4,2,Convertible,310,20,27 
2021 Ford Mustang,Ford,Mustang,2021,32705,17,23,Gas,75.4,54.9,188.3,RWD,4,2,Convertible,310,,
2020 Ford Mustang,Ford,Mustang,2020,46705,19,50,Gas,75.4,54.4,188.3,RWD,4,2,2dr,480,14,23 
2019 Ford Mustang,Ford,Mustang,2019,46595,19,50,Gas,75.4,54.4,188.3,RWD,4,2,2dr,480,15,24 
2018 Ford Mustang,Ford,Mustang,2018,31180,17,23,Gas,75.4,54.9,188.3,RWD,4,2,Convertible,310,,
2017 Ford Mustang,Ford,Mustang,2017,26195,18,23,Gas,75.4,54.4,188.3,RWD,4,2,2dr,310,21,30 
2016 Ford Mustang,Ford,Mustang,2016,35145,18,23,Gas,75.4,54.9,188.3,RWD,4,2,Convertible,310,,
2015 Ford Mustang,Ford,Mustang,2015,34800,18,23,Gas,75.4,54.9,188.3,RWD,4,2,Convertible,310,,
2014 Ford Mustang,Ford,Mustang,2014,36210,18,50,Gas,73.9,55.8,188.5,RWD,4,2,Convertible,420,,
2013 Ford Mustang,Ford,Mustang,2013,35750,18,50,Gas,73.9,56.000,188.2,RWD,4,2,Convertible,410,,
2012 Ford Mustang,Ford,Mustang,2012,34710,18,50,Gas,73.9,56.0,188.2,RWD,4,2,Convertible,410,17,26 
2011 Ford Mustang,Ford,Mustang,2011,34645,18,50,Gas,73.9,56.0,188.2,RWD,4,2,Convertible,410,,
2010 Ford Mustang,Ford,Mustang,2010,33395,18,46,Gas,80.1,56.1,188.2,RWD,4,2,Convertible,310,16,24 
2009 Ford Mustang,Ford,Mustang,2009,25255,16,40,Gas,73.9,55.7,188.0,RWD,4,2,Convertible,210,17,26 
2008 Ford Mustang,Ford,Mustang,2008,24475,16,40,Gas,73.9,55.7,187.6,RWD,4,2,Convertible,210,17,26 
2024 Ford Ranger,Ford,Ranger,2024,43525,18,23,Gas,79,73.9,210.6,RWD,5,4,Pickup,270,,
2023 Ford Ranger,Ford,Ranger,2023,35500,18,23,Gas,77.8,70.7,210.8,RWD,4,4,Pickup,270,21,26 
2022 Ford Ranger,Ford,Ranger,2022,34070,18,23,Gas,77.8,70.7,210.8,RWD,4,4,Pickup,270,20,26 
2021 Ford Ranger,Ford,Ranger,2021,33160,18,23,Gas,77.8,70.7,210.8,RWD,4,4,Pickup,270,21,26 
2020 Ford Ranger,Ford,Ranger,2020,32500,18,23,Gas,77.8,70.7,210.8,RWD,4,4,Pickup,270,21,26 
2019 Ford Ranger,Ford,Ranger,2019,32390,18,23,Gas,85.8,70.7,210.8,RWD,4,4,Pickup,270,21,26 
2010 Ford Ranger,Ford,Ranger,2010,22155,15,40,Gas,69.4,66.3,,RWD,4,2,Pickup,200,15,21 
2009 Ford Ranger,Ford,Ranger,2009,20405,15,40,Gas,69.4,66.3,,RWD,3,2,Pickup,200,15,21 
2008 Ford Ranger,Ford,Ranger,2008,18450,15,30,Gas,69.4,66.3,,RWD,3,2,Pickup,140,16,22 
2024 Genesis GV60,Genesis,GV60,2024,60550,20,,Electric,,,,AWD,5,4,SUV,310,,
2023 Genesis GV60,Genesis,GV60,2023,59290,20,,Electric,,,,AWD,5,4,SUV,310,,
2024 Genesis GV80,Genesis,GV80,2024,57450,19,25,Gas,77.8,67.5,194.7,AWD,5,4,SUV,300,20,24 
2023 Genesis GV80,Genesis,GV80,2023,55800,19,25,Gas,77.8,67.5,194.7,AWD,5,4,SUV,300,20,24 
2022 Genesis GV80,Genesis,GV80,2022,56100,19,25,Gas,77.8,67.5,194.7,AWD,5,4,SUV,300,21,25 
2021 Genesis GV80,Genesis,GV80,2021,54650,19,25,Gas,77.8,67.5,194.7,AWD,5,4,SUV,300,21,25 
2024 Genesis G80,Genesis,G80,2024,54150,18,25,Gas,75.8,57.7,196.7,AWD,5,4,4dr,300,22,30 
2023 Genesis G80,Genesis,G80,2023,53150,18,25,Gas,75.8,57.7,196.7,AWD,5,4,4dr,300,22,30 
2022 Genesis G80,Genesis,G80,2022,51400,18,25,Gas,75.8,57.7,196.7,AWD,5,4,4dr,300,22,30 
2021 Genesis G80,Genesis,G80,2021,50850,18,25,Gas,75.8,57.7,196.5,AWD,5,4,4dr,300,22,30 
2020 Genesis G80,Genesis,G80,2020,58250,19,33,Gas,74.4,58.3,196.5,AWD,5,4,4dr,360,17,24 
2019 Genesis G80,Genesis,G80,2019,57750,19,33,Gas,74.4,58.3,196.5,AWD,5,4,4dr,360,17,24 
2018 Genesis G80,Genesis,G80,2018,57750,19,33,Gas,74.4,58.3,196.5,AWD,5,4,4dr,360,17,24 
2017 Genesis G80,Genesis,G80,2017,43900,18,38,Gas,74.4,58.3,196.5,AWD,5,4,4dr,310,16,25 
2024 Genesis GV70,Genesis,GV70,2024,44900,19,25,Gas,75.2,64.2,185.6,AWD,5,4,SUV,300,22,28 
2023 Genesis GV70,Genesis,GV70,2023,43150,18,25,Gas,75.2,64.2,185.6,AWD,5,4,SUV,300,22,28 
2022 Genesis GV70,Genesis,GV70,2022,41500,18,25,Gas,75.2,64.2,185.6,AWD,5,4,SUV,300,22,28 
2024 Genesis G70,Genesis,G70,2024,66450,20,,Electric,75.2,64.2,185.6,AWD,5,4,SUV,420,,
2023 Genesis G70,Genesis,G70,2023,65850,20,,Electric,75.2,64.2,185.6,AWD,5,4,SUV,420,,
2022 Genesis G70,Genesis,G70,2022,39875,18,20,Gas,72.8,55.1,184.4,AWD,5,4,4dr,250,20,28 
2021 Genesis G70,Genesis,G70,2021,38000,18,20,Gas,72.8,55.1,184.4,AWD,5,4,4dr,250,20,27 
2020 Genesis G70,Genesis,G70,2020,37450,18,20,Gas,72.8,55.1,184.4,AWD,5,4,4dr,250,20,27 
2019 Genesis G70,Genesis,G70,2019,36900,18,20,Gas,72.8,55.1,184.4,AWD,5,4,4dr,250,21,28 
2023 Genesis G90,Genesis,G90,2023,88400,20,35,Gas,76,58.7,207.7,AWD,5,4,4dr,370,18,26 
2022 Genesis G90,Genesis,G90,2022,77450,19,33,Gas,75.4,58.9,204.9,AWD,5,4,4dr,360,17,24 
2021 Genesis G90,Genesis,G90,2021,75450,19,33,Gas,75.4,58.9,204.9,AWD,5,4,4dr,360,17,24 
2020 Genesis G90,Genesis,G90,2020,74700,19,33,Gas,75.4,58.9,204.9,AWD,5,4,4dr,360,17,25 
2019 Genesis G90,Genesis,G90,2019,71850,19,33,Gas,75.4,58.9,204.9,AWD,5,4,4dr,360,17,24 
2018 Genesis G90,Genesis,G90,2018,70850,19,33,Gas,75.4,58.9,204.9,AWD,5,4,4dr,360,17,24 
2017 Genesis G90,Genesis,G90,2017,70600,19,33,Gas,75.4,58.9,204.9,AWD,5,4,4dr,360,17,24 
2022 GMC Hummer EV,GMC,Hummer EV,2022,108700,18,,Electric,86.6,79.1,216.8,AWD,5,4,Pickup,100,,
2024 GMC Sierra 2500HD,GMC,Sierra 2500HD,2024,49100,17,66,Gas,81.8,79.82,250.7,RWD,6,4,Pickup,400,,
2023 GMC Sierra 2500HD,GMC,Sierra 2500HD,2023,46600,17,66,Gas,81.8,79.82,250.0,RWD,6,4,Pickup,400,,
2022 GMC Sierra 2500HD,GMC,Sierra 2500HD,2022,44600,17,66,Gas,81.8,79.82,250.0,RWD,6,4,Pickup,400,,
2021 GMC Sierra 2500HD,GMC,Sierra 2500HD,2021,40600,17,66,Gas,81.8,79.82,250.0,RWD,6,4,Pickup,400,,
2020 GMC Sierra 2500HD,GMC,Sierra 2500HD,2020,40200,17,66,Gas,81.8,79.82,250.0,RWD,6,4,Pickup,400,,
2019 GMC Sierra 2500HD,GMC,Sierra 2500HD,2019,39000,17,60,Gas/Ethanol,80.5,78.27,239.5,RWD,6,4,Pickup,360,,
2018 GMC Sierra 2500HD,GMC,Sierra 2500HD,2018,38800,17,60,Gas/Ethanol,80.5,78.27,,RWD,6,4,Pickup,360,,
2017 GMC Sierra 2500HD,GMC,Sierra 2500HD,2017,37975,17,60,Gas/Ethanol,80.5,78.27,,RWD,6,4,Pickup,360,,
2024 GMC Yukon,GMC,Yukon,2024,76305,20,62,Gas,81,76.5,210,RWD,7,4,SUV,420,,
2023 GMC Yukon,GMC,Yukon,2023,74305,20,62,Gas,81,76.5,210,RWD,7,4,SUV,420,14,20 
2022 GMC Yukon,GMC,Yukon,2022,72100,20,62,Gas,81,76.5,210,RWD,7,4,SUV,420,,
2021 GMC Yukon,GMC,Yukon,2021,68600,20,62,Gas,81,76.5,210,RWD,7,4,SUV,420,15,20 
2020 GMC Yukon,GMC,Yukon,2020,67700,20,62,Gas,80.5,74.4,203.9,RWD,7,4,SUV,420,14,23 
2019 GMC Yukon,GMC,Yukon,2019,66700,20,62,Gas,80.5,74.4,203.9,RWD,7,4,SUV,420,14,23 
2018 GMC Yukon,GMC,Yukon,2018,66200,20,62,Gas,80.5,74.4,,RWD,7,4,SUV,420,14,23 
2017 GMC Yukon,GMC,Yukon,2017,65965,20,62,Gas,80.5,74.4,,RWD,7,4,SUV,420,15,22 
2016 GMC Yukon,GMC,Yukon,2016,65325,20,62,Gas,80.5,74.40,,RWD,7,4,SUV,420,15,22 
2015 GMC Yukon,GMC,Yukon,2015,64520,20,62,Gas,80.5,74.40,,RWD,7,4,SUV,420,15,22 
2014 GMC Yukon,GMC,Yukon,2014,58320,20,62,Gas/Ethanol,79.0,76.90,,RWD,7,4,SUV,400,14,18 
2013 GMC Yukon,GMC,Yukon,2013,56685,20,62,Gas/Ethanol,79.0,76.90,,RWD,7,4,SUV,400,14,18 
2012 GMC Yukon,GMC,Yukon,2012,55010,20,62,Gas/Ethanol,79.0,76.9,,RWD,7,4,SUV,400,14,18 
2011 GMC Yukon,GMC,Yukon,2011,53650,20,62,Gas/Ethanol,79.0,76.9,,RWD,7,4,SUV,400,14,18 
2010 GMC Yukon,GMC,Yukon,2010,53000,18,62,Gas/Ethanol,79.1,76.9,,RWD,7,4,SUV,400,13,20 
2009 GMC Yukon,GMC,Yukon,2009,37705,17,48,Gas,79.0,76.9,,RWD,9,4,SUV,290,14,19 
2008 GMC Yukon,GMC,Yukon,2008,35345,17,48,Gas,79.0,76.9,,RWD,6,4,SUV,290,14,19 
2024 GMC Sierra 1500,GMC,Sierra 1500,2024,66600,20,53,Gas,81.2,75.49,231.9,RWD,5,4,Pickup,350,16,21 
2023 GMC Sierra 1500,GMC,Sierra 1500,2023,65700,20,53,Gas,81.2,75.49,231.9,RWD,5,4,Pickup,350,16,21 
2022 GMC Sierra 1500,GMC,Sierra 1500,2022,62800,20,53,Gas,81.2,75.49,231.9,RWD,5,4,Pickup,350,16,21 
2021 GMC Sierra 1500,GMC,Sierra 1500,2021,36400,17,43,Gas,81.2,75.49,231.7,RWD,6,4,Pickup,280,16,21 
2020 GMC Sierra 1500,GMC,Sierra 1500,2020,35900,17,43,Gas,81.2,75.49,231.7,RWD,6,4,Pickup,280,16,21 
2019 GMC Sierra 1500,GMC,Sierra 1500,2019,35900,17,43,Gas,81.2,75.49,231.7,RWD,6,4,Pickup,280,16,21 
2018 GMC Sierra 1500,GMC,Sierra 1500,2018,35500,17,43,Gas/Ethanol,80.0,74.17,,RWD,6,4,Pickup,280,18,24 
2017 GMC Sierra 1500,GMC,Sierra 1500,2017,36920,17,43,Gas/Ethanol,80.0,74.17,,RWD,6,4,Pickup,280,18,24 
2016 GMC Sierra 1500,GMC,Sierra 1500,2016,36330,17,43,Gas/Ethanol,80.0,74.17,,RWD,6,4,Pickup,280,18,24 
2015 GMC Sierra 1500,GMC,Sierra 1500,2015,35740,17,43,Gas/Ethanol,80.0,74.17,,RWD,6,4,Pickup,280,18,24 
2014 GMC Sierra 1500,GMC,Sierra 1500,2014,34200,17,43,Gas/Ethanol,80.0,74.17,,RWD,6,4,Pickup,280,18,24 
2013 GMC Sierra 1500,GMC,Sierra 1500,2013,46430,20,62,Gas/Ethanol,80.0,73.80,,RWD,5,4,Pickup,400,13,18 
2012 GMC Sierra 1500,GMC,Sierra 1500,2012,45460,20,62,Gas/Ethanol,80.0,73.8,,RWD,5,4,Pickup,400,13,18 
2011 GMC Sierra 1500,GMC,Sierra 1500,2011,43880,20,62,Gas/Ethanol,80.0,73.8,,RWD,5,4,Pickup,400,13,18 
2010 GMC Sierra 1500,GMC,Sierra 1500,2010,43285,20,62,Gas/Ethanol,80.0,73.8,,RWD,5,4,Pickup,400,13,19 
2009 GMC Sierra 1500,GMC,Sierra 1500,2009,40870,18,62,Gas/Ethanol,80.0,73.8,,RWD,5,4,Pickup,400,13,19 
2008 GMC Sierra 1500,GMC,Sierra 1500,2008,28460,17,48,Gas,79.9,73.8,,RWD,6,4,Pickup,290,14,19 
2024 GMC Terrain,GMC,Terrain,2024,35495,17,15,Gas,72.4,65.4,182.3,AWD,5,4,SUV,170,23,28 
2023 GMC Terrain,GMC,Terrain,2023,36000,17,15,Gas,72.4,65.4,182.3,AWD,5,4,SUV,170,24,28 
